age,mass,Lbol,teff,logg,radius
0.0000,0.060,-1.362,2628.,3.212,1.0050
0.0000,0.062,-1.328,2631.,3.195,1.0431
0.0000,0.065,-1.289,2635.,3.177,1.0876
0.0000,0.067,-1.263,2638.,3.164,1.1188
0.0000,0.067,-1.254,2639.,3.160,1.1295
0.0000,0.068,-1.236,2641.,3.151,1.1510
0.0000,0.070,-1.221,2643.,3.144,1.1693
0.0000,0.070,-1.215,2643.,3.141,1.1777
0.0000,0.071,-1.206,2644.,3.137,1.1882
0.0000,0.071,-1.198,2645.,3.133,1.1982
0.0000,0.072,-1.191,2646.,3.130,1.2071
0.0000,0.072,-1.182,2647.,3.126,1.2191
0.0000,0.073,-1.178,2647.,3.124,1.2246
0.0000,0.074,-1.168,2649.,3.119,1.2383
0.0000,0.074,-1.156,2650.,3.113,1.2531
0.0000,0.075,-1.146,2651.,3.108,1.2675
0.0000,0.075,-1.142,2652.,3.107,1.2722
0.0000,0.076,-1.134,2653.,3.103,1.2833
0.0000,0.077,-1.122,2654.,3.097,1.3000
0.0000,0.078,-1.108,2656.,3.091,1.3190
0.0000,0.079,-1.093,2658.,3.084,1.3404
0.0000,0.081,-1.076,2661.,3.076,1.3641
0.0000,0.082,-1.056,2663.,3.067,1.3921
0.0000,0.084,-1.034,2666.,3.057,1.4244
0.0000,0.087,-1.009,2670.,3.046,1.4621
0.0000,0.089,-0.982,2674.,3.033,1.5047
0.0000,0.092,-0.949,2679.,3.018,1.5563
0.0000,0.096,-0.912,2685.,3.002,1.6169
0.0000,0.100,-0.873,2691.,2.984,1.6854
0.0000,0.105,-0.826,2700.,2.964,1.7662
0.0000,0.110,-0.773,2710.,2.941,1.8619
0.0000,0.117,-0.713,2726.,2.916,1.9734
0.0000,0.125,-0.644,2746.,2.889,2.1054
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.145,-0.480,2804.,2.826,2.4395
0.0000,0.157,-0.386,2847.,2.792,2.6353
0.0000,0.170,-0.288,2895.,2.758,2.8540
0.0000,0.188,-0.153,2978.,2.716,3.1514
0.0000,0.209,-0.003,3085.,2.673,3.4883
0.0000,0.232,0.150,3199.,2.628,3.8706
0.0000,0.259,0.300,3309.,2.584,4.2994
0.0000,0.288,0.441,3407.,2.540,4.7679
0.0000,0.320,0.577,3493.,2.494,5.3080
0.0000,0.357,0.717,3591.,2.449,5.9021
0.0000,0.392,0.833,3667.,2.410,6.4675
0.0000,0.427,0.936,3729.,2.374,7.0346
0.0000,0.466,1.036,3786.,2.337,7.6636
0.0000,0.502,1.120,3829.,2.306,8.2533
0.0000,0.537,1.193,3864.,2.278,8.8070
0.0000,0.570,1.255,3892.,2.254,9.3353
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.570,1.255,3891.,2.254,9.3352
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
0.0000,0.135,-0.563,2774.,2.857,2.2658
