age,mass,Lbol,teff,logg,radius
0.0000,0.060,-0.888,3490.,3.230,0.9841
0.0000,0.064,-0.819,3508.,3.200,1.0540
0.0000,0.068,-0.757,3525.,3.172,1.1220
0.0000,0.070,-0.729,3533.,3.160,1.1528
0.0000,0.074,-0.676,3549.,3.136,1.2149
0.0000,0.076,-0.638,3560.,3.120,1.2609
0.0000,0.077,-0.628,3563.,3.116,1.2727
0.0000,0.079,-0.599,3573.,3.103,1.3095
0.0000,0.081,-0.581,3578.,3.095,1.3325
0.0000,0.081,-0.574,3580.,3.092,1.3417
0.0000,0.082,-0.561,3585.,3.087,1.3597
0.0000,0.083,-0.552,3587.,3.083,1.3710
0.0000,0.083,-0.549,3589.,3.081,1.3755
0.0000,0.084,-0.543,3590.,3.079,1.3830
0.0000,0.084,-0.542,3591.,3.078,1.3850
0.0000,0.084,-0.537,3592.,3.076,1.3912
0.0000,0.084,-0.534,3593.,3.075,1.3952
0.0000,0.084,-0.533,3593.,3.075,1.3967
0.0000,0.085,-0.531,3594.,3.074,1.3995
0.0000,0.085,-0.530,3594.,3.074,1.4003
0.0000,0.085,-0.529,3595.,3.073,1.4025
0.0000,0.085,-0.527,3595.,3.072,1.4045
0.0000,0.085,-0.526,3596.,3.072,1.4064
0.0000,0.085,-0.525,3596.,3.071,1.4081
0.0000,0.085,-0.524,3596.,3.071,1.4098
0.0000,0.085,-0.522,3597.,3.070,1.4119
0.0000,0.086,-0.520,3597.,3.069,1.4144
0.0000,0.086,-0.518,3598.,3.068,1.4176
0.0000,0.086,-0.515,3599.,3.067,1.4217
0.0000,0.086,-0.510,3600.,3.065,1.4283
0.0000,0.086,-0.509,3601.,3.064,1.4298
0.0000,0.087,-0.503,3603.,3.062,1.4386
0.0000,0.088,-0.495,3605.,3.059,1.4490
0.0000,0.088,-0.487,3608.,3.055,1.4608
0.0000,0.089,-0.477,3611.,3.051,1.4745
0.0000,0.090,-0.467,3615.,3.046,1.4902
0.0000,0.091,-0.454,3619.,3.041,1.5086
0.0000,0.093,-0.439,3624.,3.035,1.5301
0.0000,0.094,-0.423,3629.,3.028,1.5548
0.0000,0.096,-0.403,3635.,3.019,1.5858
0.0000,0.098,-0.379,3642.,3.009,1.6244
0.0000,0.101,-0.347,3652.,2.996,1.6747
0.0000,0.105,-0.305,3671.,2.979,1.7407
0.0000,0.110,-0.254,3693.,2.959,1.8241
0.0000,0.117,-0.191,3726.,2.936,1.9256
0.0000,0.124,-0.120,3764.,2.910,2.0474
0.0000,0.133,-0.040,3806.,2.879,2.1962
0.0000,0.144,0.050,3862.,2.847,2.3660
0.0000,0.155,0.145,3922.,2.814,2.5587
0.0000,0.168,0.237,3982.,2.782,2.7599
0.0000,0.060,-0.888,3490.,3.230,0.9841
0.0000,0.064,-0.819,3508.,3.200,1.0540
0.0000,0.068,-0.757,3525.,3.172,1.1220
0.0000,0.070,-0.729,3533.,3.160,1.1528
0.0000,0.074,-0.676,3549.,3.136,1.2149
0.0000,0.076,-0.638,3560.,3.120,1.2609
0.0000,0.077,-0.628,3563.,3.116,1.2727
0.0000,0.079,-0.599,3573.,3.103,1.3095
0.0000,0.081,-0.581,3578.,3.095,1.3325
0.0000,0.081,-0.574,3580.,3.092,1.3417
0.0000,0.082,-0.561,3585.,3.086,1.3597
0.0000,0.083,-0.552,3588.,3.083,1.3710
0.0000,0.083,-0.549,3589.,3.081,1.3755
0.0000,0.084,-0.543,3590.,3.079,1.3830
0.0000,0.084,-0.542,3591.,3.078,1.3850
0.0000,0.084,-0.537,3592.,3.076,1.3912
0.0000,0.084,-0.534,3593.,3.075,1.3952
0.0000,0.084,-0.533,3593.,3.075,1.3967
0.0000,0.085,-0.531,3594.,3.074,1.3995
0.0000,0.085,-0.530,3594.,3.074,1.4003
0.0000,0.085,-0.529,3595.,3.073,1.4025
0.0000,0.085,-0.527,3595.,3.072,1.4045
0.0000,0.085,-0.526,3596.,3.072,1.4064
0.0000,0.085,-0.525,3596.,3.071,1.4081
0.0000,0.085,-0.524,3596.,3.071,1.4098
0.0000,0.085,-0.522,3597.,3.070,1.4119
0.0000,0.086,-0.520,3597.,3.069,1.4144
0.0000,0.086,-0.518,3598.,3.068,1.4177
0.0000,0.086,-0.515,3599.,3.067,1.4217
0.0000,0.086,-0.510,3600.,3.065,1.4283
0.0000,0.086,-0.509,3601.,3.064,1.4298
0.0000,0.087,-0.503,3603.,3.062,1.4386
0.0000,0.088,-0.495,3605.,3.059,1.4490
0.0000,0.088,-0.487,3608.,3.055,1.4608
0.0000,0.089,-0.477,3611.,3.051,1.4745
0.0000,0.090,-0.466,3615.,3.046,1.4902
0.0000,0.091,-0.454,3619.,3.041,1.5086
0.0000,0.093,-0.439,3624.,3.035,1.5301
0.0000,0.094,-0.423,3629.,3.028,1.5549
0.0000,0.096,-0.403,3635.,3.019,1.5858
0.0000,0.098,-0.379,3642.,3.009,1.6244
0.0000,0.101,-0.347,3652.,2.996,1.6747
0.0000,0.105,-0.305,3671.,2.979,1.7407
0.0000,0.110,-0.254,3693.,2.959,1.8241
0.0000,0.117,-0.191,3726.,2.936,1.9256
0.0000,0.124,-0.120,3764.,2.910,2.0474
