age,mass,Lbol,teff,logg,radius
0.0000,0.060,-0.924,3418.,3.230,0.9845
0.0000,0.064,-0.854,3435.,3.198,1.0569
0.0000,0.068,-0.789,3452.,3.169,1.1272
0.0000,0.070,-0.766,3458.,3.159,1.1532
0.0000,0.073,-0.718,3472.,3.138,1.2093
0.0000,0.076,-0.681,3484.,3.122,1.2536
0.0000,0.077,-0.673,3486.,3.119,1.2633
0.0000,0.078,-0.652,3493.,3.110,1.2897
0.0000,0.080,-0.632,3499.,3.101,1.3148
0.0000,0.080,-0.625,3501.,3.098,1.3231
0.0000,0.081,-0.610,3506.,3.092,1.3435
0.0000,0.082,-0.601,3509.,3.088,1.3553
0.0000,0.082,-0.597,3510.,3.086,1.3605
0.0000,0.083,-0.590,3512.,3.083,1.3698
0.0000,0.083,-0.585,3514.,3.081,1.3755
0.0000,0.083,-0.584,3514.,3.081,1.3778
0.0000,0.084,-0.580,3515.,3.079,1.3827
0.0000,0.084,-0.578,3516.,3.078,1.3857
0.0000,0.084,-0.577,3516.,3.078,1.3869
0.0000,0.084,-0.575,3517.,3.077,1.3892
0.0000,0.084,-0.575,3517.,3.077,1.3897
0.0000,0.084,-0.573,3517.,3.076,1.3917
0.0000,0.084,-0.572,3518.,3.075,1.3938
0.0000,0.084,-0.570,3518.,3.075,1.3958
0.0000,0.085,-0.569,3519.,3.074,1.3981
0.0000,0.085,-0.567,3519.,3.073,1.4007
0.0000,0.085,-0.564,3520.,3.072,1.4038
0.0000,0.085,-0.561,3521.,3.071,1.4081
0.0000,0.086,-0.557,3523.,3.069,1.4145
0.0000,0.086,-0.555,3523.,3.068,1.4174
0.0000,0.086,-0.548,3525.,3.065,1.4258
0.0000,0.087,-0.540,3528.,3.062,1.4378
0.0000,0.088,-0.531,3531.,3.058,1.4503
0.0000,0.089,-0.521,3534.,3.054,1.4644
0.0000,0.090,-0.510,3537.,3.049,1.4811
0.0000,0.091,-0.497,3541.,3.043,1.5002
0.0000,0.092,-0.481,3546.,3.037,1.5226
0.0000,0.094,-0.464,3551.,3.029,1.5498
0.0000,0.096,-0.444,3556.,3.021,1.5805
0.0000,0.098,-0.418,3563.,3.010,1.6216
0.0000,0.101,-0.386,3572.,2.996,1.6737
0.0000,0.105,-0.344,3589.,2.979,1.7414
0.0000,0.110,-0.292,3612.,2.959,1.8245
0.0000,0.117,-0.230,3644.,2.936,1.9264
0.0000,0.124,-0.160,3679.,2.909,2.0488
0.0000,0.133,-0.078,3722.,2.878,2.1982
0.0000,0.144,0.012,3776.,2.846,2.3693
0.0000,0.156,0.107,3836.,2.813,2.5622
0.0000,0.168,0.199,3895.,2.781,2.7631
0.0000,0.182,0.296,3966.,2.749,2.9782
0.0000,0.060,-0.924,3418.,3.230,0.9845
0.0000,0.083,-0.584,3514.,3.081,1.3778
0.0000,0.084,-0.578,3516.,3.078,1.3857
0.0000,0.084,-0.573,3517.,3.076,1.3917
0.0000,0.064,-0.854,3435.,3.198,1.0569
0.0000,0.068,-0.789,3452.,3.169,1.1272
0.0000,0.070,-0.766,3458.,3.159,1.1533
0.0000,0.073,-0.718,3472.,3.138,1.2093
0.0000,0.076,-0.681,3484.,3.122,1.2536
0.0000,0.077,-0.673,3486.,3.119,1.2633
0.0000,0.078,-0.652,3493.,3.110,1.2897
0.0000,0.080,-0.632,3499.,3.101,1.3148
0.0000,0.080,-0.625,3501.,3.098,1.3231
0.0000,0.081,-0.610,3506.,3.092,1.3435
0.0000,0.082,-0.601,3509.,3.088,1.3553
0.0000,0.082,-0.597,3510.,3.086,1.3605
0.0000,0.083,-0.590,3512.,3.083,1.3698
0.0000,0.083,-0.585,3514.,3.081,1.3755
0.0000,0.084,-0.580,3515.,3.079,1.3827
0.0000,0.084,-0.577,3516.,3.078,1.3869
