age,mass,Lbol,teff,logg,radius
0.0000,0.060,-0.987,3294.,3.229,0.9856
0.0000,0.064,-0.926,3307.,3.201,1.0489
0.0000,0.068,-0.868,3319.,3.174,1.1135
0.0000,0.070,-0.833,3326.,3.158,1.1545
0.0000,0.073,-0.792,3336.,3.140,1.2036
0.0000,0.075,-0.764,3343.,3.127,1.2379
0.0000,0.076,-0.752,3346.,3.122,1.2524
0.0000,0.077,-0.729,3351.,3.112,1.2809
0.0000,0.079,-0.714,3355.,3.106,1.3003
0.0000,0.079,-0.709,3357.,3.104,1.3065
0.0000,0.080,-0.698,3360.,3.098,1.3219
0.0000,0.080,-0.690,3362.,3.095,1.3313
0.0000,0.081,-0.688,3363.,3.094,1.3349
0.0000,0.081,-0.681,3364.,3.091,1.3432
0.0000,0.082,-0.677,3366.,3.090,1.3484
0.0000,0.082,-0.676,3366.,3.089,1.3503
0.0000,0.082,-0.674,3367.,3.088,1.3537
0.0000,0.082,-0.672,3367.,3.087,1.3553
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.082,-0.668,3368.,3.085,1.3614
0.0000,0.082,-0.666,3369.,3.084,1.3643
0.0000,0.083,-0.663,3370.,3.083,1.3674
0.0000,0.083,-0.660,3370.,3.082,1.3710
0.0000,0.083,-0.657,3371.,3.081,1.3757
0.0000,0.084,-0.652,3373.,3.079,1.3828
0.0000,0.084,-0.645,3375.,3.076,1.3918
0.0000,0.085,-0.638,3377.,3.072,1.4020
0.0000,0.085,-0.629,3380.,3.069,1.4144
0.0000,0.086,-0.618,3383.,3.064,1.4289
0.0000,0.087,-0.607,3386.,3.059,1.4447
0.0000,0.088,-0.594,3390.,3.054,1.4628
0.0000,0.090,-0.579,3394.,3.048,1.4840
0.0000,0.091,-0.563,3399.,3.041,1.5085
0.0000,0.093,-0.543,3405.,3.032,1.5382
0.0000,0.095,-0.520,3412.,3.022,1.5734
0.0000,0.098,-0.493,3419.,3.011,1.6157
0.0000,0.101,-0.458,3430.,2.996,1.6711
0.0000,0.105,-0.413,3447.,2.978,1.7418
0.0000,0.111,-0.361,3468.,2.958,1.8279
0.0000,0.117,-0.301,3492.,2.934,1.9312
0.0000,0.125,-0.230,3527.,2.907,2.0554
0.0000,0.134,-0.149,3566.,2.876,2.2064
0.0000,0.144,-0.062,3610.,2.844,2.3805
0.0000,0.156,0.033,3668.,2.811,2.5721
0.0000,0.169,0.126,3728.,2.779,2.7728
0.0000,0.182,0.224,3794.,2.746,2.9955
0.0000,0.201,0.348,3884.,2.705,3.2963
0.0000,0.223,0.477,3982.,2.663,3.6404
0.0000,0.060,-0.987,3294.,3.229,0.9856
0.0000,0.064,-0.926,3307.,3.201,1.0489
0.0000,0.068,-0.868,3319.,3.174,1.1135
0.0000,0.070,-0.833,3326.,3.158,1.1545
0.0000,0.073,-0.792,3336.,3.140,1.2036
0.0000,0.075,-0.764,3343.,3.127,1.2379
0.0000,0.076,-0.752,3346.,3.122,1.2524
0.0000,0.077,-0.729,3352.,3.112,1.2809
0.0000,0.079,-0.714,3356.,3.106,1.3003
0.0000,0.079,-0.709,3357.,3.104,1.3065
0.0000,0.080,-0.698,3360.,3.098,1.3219
0.0000,0.080,-0.690,3362.,3.095,1.3313
0.0000,0.081,-0.688,3363.,3.094,1.3349
0.0000,0.081,-0.681,3364.,3.091,1.3432
0.0000,0.082,-0.677,3366.,3.090,1.3484
0.0000,0.082,-0.676,3366.,3.089,1.3503
0.0000,0.082,-0.674,3367.,3.088,1.3537
0.0000,0.082,-0.672,3367.,3.087,1.3553
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.082,-0.668,3368.,3.085,1.3614
0.0000,0.082,-0.665,3369.,3.084,1.3643
0.0000,0.083,-0.663,3370.,3.083,1.3674
0.0000,0.083,-0.660,3371.,3.082,1.3710
0.0000,0.083,-0.657,3371.,3.081,1.3757
0.0000,0.084,-0.652,3373.,3.079,1.3828
0.0000,0.084,-0.645,3375.,3.076,1.3918
0.0000,0.085,-0.638,3377.,3.072,1.4020
0.0000,0.085,-0.629,3380.,3.069,1.4144
0.0000,0.086,-0.618,3383.,3.064,1.4289
0.0000,0.087,-0.607,3386.,3.059,1.4447
0.0000,0.088,-0.594,3390.,3.054,1.4628
0.0000,0.090,-0.579,3394.,3.048,1.4840
0.0000,0.091,-0.563,3399.,3.041,1.5085
0.0000,0.093,-0.543,3405.,3.032,1.5383
0.0000,0.095,-0.520,3412.,3.022,1.5734
0.0000,0.098,-0.493,3419.,3.011,1.6157
0.0000,0.101,-0.458,3430.,2.996,1.6711
0.0000,0.105,-0.413,3448.,2.978,1.7419
0.0000,0.111,-0.361,3468.,2.958,1.8279
0.0000,0.117,-0.301,3492.,2.934,1.9313
0.0000,0.125,-0.230,3527.,2.907,2.0554
0.0000,0.134,-0.149,3566.,2.876,2.2064
0.0000,0.144,-0.062,3610.,2.844,2.3805
0.0000,0.156,0.033,3668.,2.811,2.5721
0.0000,0.169,0.126,3728.,2.779,2.7728
0.0000,0.182,0.224,3794.,2.746,2.9955
0.0000,0.201,0.348,3884.,2.705,3.2963
0.0000,0.223,0.477,3982.,2.663,3.6404
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.088,-0.594,3390.,3.054,1.4628
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.060,-0.987,3295.,3.229,0.9856
0.0000,0.064,-0.926,3307.,3.201,1.0489
0.0000,0.068,-0.868,3319.,3.174,1.1135
0.0000,0.070,-0.833,3327.,3.158,1.1545
0.0000,0.073,-0.791,3336.,3.140,1.2036
0.0000,0.075,-0.763,3343.,3.127,1.2379
0.0000,0.076,-0.752,3346.,3.122,1.2525
0.0000,0.077,-0.729,3352.,3.112,1.2810
0.0000,0.079,-0.714,3356.,3.106,1.3003
0.0000,0.079,-0.709,3357.,3.104,1.3066
0.0000,0.080,-0.697,3360.,3.098,1.3219
0.0000,0.080,-0.690,3362.,3.095,1.3314
0.0000,0.081,-0.687,3363.,3.094,1.3349
0.0000,0.081,-0.681,3365.,3.091,1.3432
0.0000,0.082,-0.677,3366.,3.090,1.3484
0.0000,0.082,-0.676,3366.,3.089,1.3503
0.0000,0.082,-0.673,3367.,3.088,1.3537
0.0000,0.082,-0.672,3367.,3.087,1.3553
0.0000,0.082,-0.668,3369.,3.085,1.3614
0.0000,0.082,-0.665,3369.,3.084,1.3643
0.0000,0.083,-0.663,3370.,3.083,1.3675
0.0000,0.083,-0.660,3371.,3.082,1.3711
0.0000,0.083,-0.657,3372.,3.081,1.3757
0.0000,0.084,-0.652,3373.,3.079,1.3828
0.0000,0.084,-0.645,3375.,3.076,1.3918
0.0000,0.085,-0.637,3377.,3.072,1.4021
0.0000,0.085,-0.628,3380.,3.069,1.4144
0.0000,0.086,-0.618,3383.,3.064,1.4289
0.0000,0.087,-0.607,3386.,3.059,1.4447
0.0000,0.090,-0.579,3395.,3.048,1.4840
0.0000,0.091,-0.563,3400.,3.041,1.5085
0.0000,0.093,-0.543,3406.,3.032,1.5383
0.0000,0.095,-0.520,3412.,3.022,1.5735
0.0000,0.098,-0.493,3420.,3.011,1.6157
0.0000,0.101,-0.458,3430.,2.996,1.6711
0.0000,0.105,-0.413,3448.,2.978,1.7419
0.0000,0.111,-0.361,3469.,2.958,1.8280
0.0000,0.117,-0.301,3493.,2.934,1.9313
0.0000,0.125,-0.230,3527.,2.907,2.0555
0.0000,0.134,-0.149,3566.,2.876,2.2064
0.0000,0.144,-0.062,3610.,2.844,2.3805
0.0000,0.156,0.033,3669.,2.811,2.5721
0.0000,0.169,0.127,3728.,2.779,2.7728
0.0000,0.182,0.224,3794.,2.746,2.9955
0.0000,0.201,0.348,3884.,2.705,3.2963
0.0000,0.223,0.477,3982.,2.663,3.6404
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.088,-0.594,3390.,3.054,1.4629
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.085,-0.637,3378.,3.072,1.4021
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.082,-0.670,3368.,3.086,1.3585
0.0000,0.060,-0.987,3295.,3.229,0.9856
0.0000,0.064,-0.926,3307.,3.201,1.0489
0.0000,0.068,-0.868,3319.,3.174,1.1135
0.0000,0.070,-0.832,3327.,3.158,1.1545
0.0000,0.073,-0.791,3336.,3.140,1.2036
0.0000,0.075,-0.763,3343.,3.127,1.2380
0.0000,0.076,-0.752,3346.,3.122,1.2525
0.0000,0.077,-0.729,3352.,3.112,1.2810
0.0000,0.079,-0.714,3356.,3.106,1.3003
0.0000,0.079,-0.709,3357.,3.103,1.3066
0.0000,0.080,-0.697,3361.,3.098,1.3219
0.0000,0.080,-0.690,3363.,3.095,1.3314
0.0000,0.081,-0.687,3363.,3.094,1.3350
0.0000,0.081,-0.681,3365.,3.091,1.3433
0.0000,0.082,-0.677,3366.,3.090,1.3485
0.0000,0.082,-0.676,3367.,3.089,1.3503
0.0000,0.082,-0.673,3367.,3.088,1.3537
0.0000,0.082,-0.672,3368.,3.087,1.3554
0.0000,0.082,-0.667,3369.,3.085,1.3614
0.0000,0.082,-0.665,3370.,3.084,1.3643
0.0000,0.083,-0.663,3370.,3.083,1.3675
0.0000,0.083,-0.660,3371.,3.082,1.3711
0.0000,0.083,-0.657,3372.,3.081,1.3758
0.0000,0.084,-0.651,3374.,3.079,1.3828
0.0000,0.084,-0.645,3375.,3.076,1.3918
0.0000,0.085,-0.628,3380.,3.069,1.4145
0.0000,0.086,-0.618,3383.,3.064,1.4289
0.0000,0.087,-0.607,3387.,3.059,1.4448
0.0000,0.090,-0.579,3395.,3.048,1.4841
0.0000,0.091,-0.562,3400.,3.040,1.5085
0.0000,0.093,-0.542,3406.,3.032,1.5383
0.0000,0.095,-0.519,3412.,3.022,1.5735
0.0000,0.098,-0.492,3420.,3.011,1.6158
0.0000,0.101,-0.458,3431.,2.996,1.6712
0.0000,0.105,-0.413,3448.,2.978,1.7419
0.0000,0.111,-0.360,3469.,2.958,1.8280
0.0000,0.117,-0.301,3493.,2.934,1.9313
0.0000,0.125,-0.229,3528.,2.907,2.0555
0.0000,0.134,-0.149,3567.,2.876,2.2065
0.0000,0.144,-0.061,3611.,2.844,2.3806
0.0000,0.156,0.034,3670.,2.811,2.5722
0.0000,0.169,0.127,3729.,2.779,2.7729
0.0000,0.182,0.224,3795.,2.746,2.9956
0.0000,0.201,0.348,3885.,2.705,3.2963
0.0000,0.223,0.477,3982.,2.663,3.6404
0.0000,0.082,-0.669,3368.,3.086,1.3585
0.0000,0.082,-0.669,3368.,3.086,1.3585
0.0000,0.088,-0.594,3391.,3.054,1.4629
0.0000,0.082,-0.669,3368.,3.086,1.3585
0.0000,0.082,-0.669,3369.,3.086,1.3585
0.0000,0.085,-0.637,3378.,3.072,1.4021
0.0000,0.082,-0.669,3369.,3.086,1.3585
0.0000,0.082,-0.669,3369.,3.086,1.3585
0.0000,0.082,-0.669,3369.,3.086,1.3585
0.0000,0.082,-0.665,3370.,3.084,1.3643
0.0000,0.182,0.225,3795.,2.746,2.9956
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.111,-0.360,3470.,2.958,1.8281
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.082,-0.669,3369.,3.086,1.3586
0.0000,0.060,-0.986,3295.,3.229,0.9856
0.0000,0.064,-0.926,3308.,3.201,1.0489
0.0000,0.068,-0.868,3319.,3.174,1.1136
0.0000,0.070,-0.832,3327.,3.158,1.1545
0.0000,0.073,-0.791,3337.,3.140,1.2036
0.0000,0.075,-0.763,3344.,3.127,1.2380
0.0000,0.076,-0.751,3347.,3.122,1.2525
0.0000,0.077,-0.729,3353.,3.112,1.2810
0.0000,0.079,-0.714,3357.,3.106,1.3004
0.0000,0.079,-0.709,3358.,3.103,1.3066
0.0000,0.080,-0.697,3361.,3.098,1.3220
0.0000,0.080,-0.690,3363.,3.095,1.3314
0.0000,0.081,-0.687,3364.,3.094,1.3350
0.0000,0.081,-0.681,3366.,3.091,1.3433
0.0000,0.082,-0.677,3367.,3.090,1.3485
0.0000,0.082,-0.675,3367.,3.089,1.3504
0.0000,0.082,-0.673,3368.,3.088,1.3538
0.0000,0.082,-0.672,3368.,3.087,1.3554
0.0000,0.082,-0.667,3370.,3.085,1.3615
0.0000,0.083,-0.662,3371.,3.083,1.3675
0.0000,0.083,-0.660,3372.,3.082,1.3711
0.0000,0.083,-0.656,3373.,3.081,1.3758
0.0000,0.084,-0.651,3374.,3.078,1.3829
0.0000,0.084,-0.644,3376.,3.076,1.3919
0.0000,0.085,-0.628,3381.,3.069,1.4145
0.0000,0.086,-0.617,3384.,3.064,1.4290
0.0000,0.087,-0.606,3388.,3.059,1.4448
0.0000,0.090,-0.579,3396.,3.048,1.4841
0.0000,0.091,-0.562,3401.,3.040,1.5086
0.0000,0.093,-0.542,3407.,3.032,1.5384
0.0000,0.095,-0.519,3413.,3.022,1.5736
