age,mass,Lbol,teff,logg,radius
0.0000,0.060,-1.265,2792.,3.220,0.9958
0.0000,0.062,-1.226,2798.,3.202,1.0371
0.0000,0.065,-1.193,2802.,3.186,1.0744
0.0000,0.067,-1.162,2806.,3.171,1.1107
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.068,-1.145,2808.,3.163,1.1308
0.0000,0.068,-1.138,2809.,3.160,1.1393
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.070,-1.116,2811.,3.149,1.1667
0.0000,0.071,-1.096,2814.,3.140,1.1912
0.0000,0.072,-1.086,2815.,3.135,1.2035
0.0000,0.073,-1.078,2816.,3.132,1.2141
0.0000,0.073,-1.072,2817.,3.129,1.2223
0.0000,0.073,-1.070,2817.,3.128,1.2247
0.0000,0.074,-1.064,2818.,3.125,1.2325
0.0000,0.074,-1.058,2819.,3.122,1.2398
0.0000,0.075,-1.052,2819.,3.119,1.2477
0.0000,0.075,-1.045,2820.,3.116,1.2571
0.0000,0.076,-1.036,2822.,3.111,1.2702
0.0000,0.077,-1.027,2823.,3.108,1.2815
0.0000,0.078,-1.015,2825.,3.102,1.2978
0.0000,0.078,-1.011,2825.,3.100,1.3036
0.0000,0.079,-1.000,2827.,3.095,1.3182
0.0000,0.080,-0.988,2828.,3.089,1.3349
0.0000,0.081,-0.974,2831.,3.083,1.3542
0.0000,0.082,-0.960,2833.,3.076,1.3752
0.0000,0.084,-0.943,2835.,3.069,1.3996
0.0000,0.085,-0.923,2839.,3.060,1.4282
0.0000,0.087,-0.901,2842.,3.050,1.4614
0.0000,0.090,-0.876,2846.,3.038,1.4997
0.0000,0.092,-0.847,2851.,3.025,1.5459
0.0000,0.096,-0.813,2857.,3.010,1.6007
0.0000,0.100,-0.774,2864.,2.993,1.6657
0.0000,0.104,-0.728,2875.,2.973,1.7431
0.0000,0.110,-0.675,2890.,2.952,1.8340
0.0000,0.116,-0.614,2909.,2.927,1.9420
0.0000,0.124,-0.545,2932.,2.900,2.0685
0.0000,0.133,-0.466,2963.,2.870,2.2199
0.0000,0.144,-0.378,2998.,2.836,2.4000
0.0000,0.156,-0.284,3046.,2.804,2.5888
0.0000,0.167,-0.196,3092.,2.773,2.7811
0.0000,0.184,-0.073,3166.,2.733,3.0561
0.0000,0.204,0.063,3258.,2.691,3.3741
0.0000,0.226,0.206,3364.,2.648,3.7343
0.0000,0.251,0.351,3471.,2.604,4.1401
0.0000,0.280,0.490,3569.,2.560,4.5965
0.0000,0.311,0.621,3649.,2.514,5.1117
0.0000,0.346,0.752,3737.,2.470,5.6719
0.0000,0.377,0.858,3808.,2.433,6.1738
0.0000,0.412,0.963,3874.,2.397,6.7315
0.0000,0.447,1.057,3927.,2.362,7.2960
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.060,-1.265,2792.,3.220,0.9958
0.0000,0.062,-1.226,2798.,3.202,1.0371
0.0000,0.065,-1.193,2802.,3.186,1.0744
0.0000,0.067,-1.162,2806.,3.171,1.1107
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.068,-1.145,2808.,3.163,1.1308
0.0000,0.068,-1.138,2809.,3.160,1.1393
0.0000,0.070,-1.116,2811.,3.149,1.1667
0.0000,0.071,-1.096,2814.,3.140,1.1912
0.0000,0.072,-1.086,2815.,3.135,1.2035
0.0000,0.073,-1.078,2816.,3.132,1.2141
0.0000,0.073,-1.072,2817.,3.129,1.2223
0.0000,0.073,-1.070,2817.,3.128,1.2247
0.0000,0.074,-1.064,2818.,3.125,1.2325
0.0000,0.074,-1.058,2819.,3.122,1.2398
0.0000,0.075,-1.052,2820.,3.119,1.2477
0.0000,0.075,-1.045,2821.,3.116,1.2571
0.0000,0.077,-1.027,2823.,3.108,1.2815
0.0000,0.078,-1.015,2825.,3.102,1.2978
0.0000,0.078,-1.011,2825.,3.100,1.3036
0.0000,0.079,-1.000,2827.,3.095,1.3182
0.0000,0.080,-0.988,2828.,3.089,1.3349
0.0000,0.081,-0.974,2831.,3.083,1.3542
0.0000,0.082,-0.960,2833.,3.076,1.3752
0.0000,0.084,-0.943,2836.,3.069,1.3996
0.0000,0.085,-0.923,2839.,3.060,1.4282
0.0000,0.087,-0.901,2842.,3.050,1.4614
0.0000,0.090,-0.876,2846.,3.038,1.4997
0.0000,0.092,-0.847,2851.,3.025,1.5459
0.0000,0.096,-0.813,2857.,3.010,1.6007
0.0000,0.100,-0.774,2864.,2.993,1.6657
0.0000,0.104,-0.728,2875.,2.973,1.7431
0.0000,0.110,-0.675,2890.,2.952,1.8340
0.0000,0.116,-0.614,2909.,2.927,1.9420
0.0000,0.124,-0.545,2933.,2.900,2.0685
0.0000,0.133,-0.466,2963.,2.870,2.2199
0.0000,0.144,-0.378,2998.,2.836,2.4000
0.0000,0.156,-0.284,3046.,2.804,2.5888
0.0000,0.167,-0.196,3093.,2.773,2.7811
0.0000,0.184,-0.073,3166.,2.733,3.0561
0.0000,0.204,0.063,3258.,2.691,3.3741
0.0000,0.226,0.207,3364.,2.648,3.7343
0.0000,0.251,0.351,3471.,2.604,4.1401
0.0000,0.280,0.490,3569.,2.560,4.5965
0.0000,0.311,0.621,3649.,2.514,5.1117
0.0000,0.346,0.752,3737.,2.470,5.6719
0.0000,0.377,0.858,3807.,2.433,6.1737
0.0000,0.412,0.963,3873.,2.397,6.7315
0.0000,0.447,1.057,3927.,2.362,7.2959
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.060,-1.265,2792.,3.220,0.9958
0.0000,0.065,-1.193,2802.,3.186,1.0744
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.073,-1.078,2816.,3.132,1.2141
0.0000,0.087,-0.901,2842.,3.050,1.4614
0.0000,0.069,-1.124,2810.,3.153,1.1568
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.062,-1.226,2798.,3.202,1.0371
0.0000,0.067,-1.162,2806.,3.171,1.1107
0.0000,0.068,-1.145,2808.,3.163,1.1308
0.0000,0.068,-1.138,2809.,3.160,1.1394
0.0000,0.070,-1.116,2812.,3.149,1.1668
0.0000,0.071,-1.096,2814.,3.140,1.1912
0.0000,0.072,-1.086,2815.,3.135,1.2035
0.0000,0.073,-1.072,2817.,3.129,1.2223
0.0000,0.073,-1.070,2817.,3.128,1.2247
0.0000,0.074,-1.064,2818.,3.125,1.2325
0.0000,0.074,-1.058,2819.,3.122,1.2398
0.0000,0.075,-1.052,2820.,3.119,1.2477
0.0000,0.075,-1.045,2821.,3.116,1.2571
0.0000,0.077,-1.027,2823.,3.108,1.2815
0.0000,0.078,-1.015,2825.,3.102,1.2978
0.0000,0.078,-1.011,2825.,3.100,1.3037
0.0000,0.079,-1.000,2827.,3.095,1.3182
0.0000,0.080,-0.988,2829.,3.089,1.3349
0.0000,0.081,-0.974,2831.,3.083,1.3542
0.0000,0.082,-0.960,2833.,3.076,1.3752
0.0000,0.084,-0.943,2836.,3.069,1.3996
0.0000,0.085,-0.923,2839.,3.060,1.4283
0.0000,0.090,-0.876,2847.,3.038,1.4998
0.0000,0.092,-0.847,2852.,3.025,1.5459
0.0000,0.096,-0.813,2857.,3.010,1.6007
0.0000,0.100,-0.774,2865.,2.993,1.6657
0.0000,0.104,-0.728,2875.,2.973,1.7431
0.0000,0.110,-0.675,2890.,2.952,1.8340
0.0000,0.116,-0.614,2909.,2.927,1.9420
0.0000,0.124,-0.545,2933.,2.900,2.0686
0.0000,0.133,-0.466,2963.,2.870,2.2199
0.0000,0.144,-0.377,2998.,2.836,2.4001
0.0000,0.156,-0.284,3047.,2.804,2.5889
0.0000,0.167,-0.195,3093.,2.773,2.7812
0.0000,0.184,-0.072,3167.,2.733,3.0562
0.0000,0.204,0.064,3259.,2.691,3.3742
0.0000,0.226,0.207,3365.,2.648,3.7344
0.0000,0.251,0.351,3472.,2.604,4.1401
0.0000,0.280,0.490,3569.,2.560,4.5965
0.0000,0.311,0.620,3649.,2.514,5.1117
0.0000,0.346,0.752,3736.,2.470,5.6718
0.0000,0.377,0.858,3807.,2.433,6.1737
0.0000,0.412,0.963,3872.,2.397,6.7314
0.0000,0.447,1.056,3926.,2.362,7.2958
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.060,-1.265,2792.,3.220,0.9958
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.087,-0.901,2842.,3.050,1.4614
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.065,-1.193,2802.,3.186,1.0744
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.073,-1.078,2816.,3.132,1.2141
0.0000,0.060,-1.265,2792.,3.220,0.9959
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.078,-1.015,2825.,3.102,1.2978
0.0000,0.087,-0.901,2843.,3.050,1.4614
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.085,-0.923,2839.,3.060,1.4283
0.0000,0.144,-0.377,2999.,2.836,2.4001
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.060,-1.265,2792.,3.220,0.9959
0.0000,0.074,-1.064,2818.,3.125,1.2325
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.087,-0.901,2843.,3.050,1.4614
0.0000,0.060,-1.265,2792.,3.220,0.9959
0.0000,0.076,-1.035,2822.,3.111,1.2702
0.0000,0.069,-1.124,2811.,3.153,1.1568
0.0000,0.068,-1.150,2807.,3.166,1.1245
0.0000,0.069,-1.124,2811.,3.153,1.1568
