age,mass,Lbol,teff,logg,radius
0.0000,0.089,-0.923,2769.,3.036,1.5016
0.0000,0.092,-0.892,2774.,3.022,1.5505
0.0000,0.099,-0.819,2786.,2.989,1.6724
0.0000,0.110,-0.720,2808.,2.947,1.8454
0.0000,0.117,-0.659,2824.,2.922,1.9565
0.0000,0.124,-0.589,2847.,2.894,2.0862
0.0000,0.134,-0.510,2876.,2.864,2.2406
0.0000,0.156,-0.332,2951.,2.798,2.6108
0.0000,0.229,0.174,3272.,2.638,3.8022
0.0000,0.255,0.319,3375.,2.594,4.2196
0.0000,0.284,0.457,3470.,2.550,4.6831
0.0000,0.316,0.589,3548.,2.503,5.2121
0.0000,0.352,0.725,3640.,2.459,5.7906
0.0000,0.418,0.933,3771.,2.386,6.8626
0.0000,0.491,1.113,3867.,2.320,8.0265
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.067,-1.202,2730.,3.165,1.1201
0.0000,0.456,1.031,3825.,2.351,7.4637
0.0000,0.087,-0.950,2765.,3.048,1.4609
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.456,1.031,3824.,2.351,7.4637
0.0000,0.087,-0.950,2765.,3.048,1.4609
0.0000,0.186,-0.110,3074.,2.724,3.1050
0.0000,0.456,1.031,3824.,2.351,7.4636
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.104,-0.772,2796.,2.969,1.7522
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.456,1.031,3824.,2.351,7.4636
0.0000,0.067,-1.202,2730.,3.165,1.1201
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.031,3824.,2.351,7.4636
0.0000,0.456,1.031,3824.,2.351,7.4636
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3824.,2.351,7.4636
0.0000,0.069,-1.176,2733.,3.153,1.1511
0.0000,0.456,1.030,3824.,2.351,7.4636
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4636
0.0000,0.087,-0.949,2765.,3.048,1.4609
0.0000,0.456,1.030,3823.,2.351,7.4636
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4636
0.0000,0.456,1.030,3823.,2.351,7.4636
0.0000,0.386,0.838,3713.,2.420,6.3409
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.067,-1.202,2730.,3.165,1.1201
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4635
