age,mass,Lbol,teff,logg,radius
0.0000,0.060,-1.257,2809.,3.222,0.9938
0.0000,0.063,-1.211,2814.,3.200,1.0436
0.0000,0.065,-1.174,2819.,3.182,1.0853
0.0000,0.068,-1.138,2824.,3.166,1.1270
0.0000,0.070,-1.107,2828.,3.151,1.1644
0.0000,0.072,-1.086,2831.,3.141,1.1905
0.0000,0.072,-1.076,2832.,3.137,1.2028
0.0000,0.073,-1.065,2834.,3.131,1.2167
0.0000,0.073,-1.061,2834.,3.130,1.2219
0.0000,0.074,-1.053,2836.,3.126,1.2330
0.0000,0.074,-1.047,2837.,3.123,1.2407
0.0000,0.075,-1.045,2837.,3.122,1.2424
0.0000,0.075,-1.039,2838.,3.119,1.2504
0.0000,0.076,-1.032,2839.,3.116,1.2604
0.0000,0.076,-1.023,2840.,3.112,1.2714
0.0000,0.077,-1.014,2842.,3.108,1.2840
0.0000,0.078,-1.003,2843.,3.103,1.2979
0.0000,0.079,-0.993,2845.,3.098,1.3119
0.0000,0.080,-0.983,2847.,3.093,1.3263
0.0000,0.080,-0.971,2849.,3.088,1.3419
0.0000,0.081,-0.959,2851.,3.082,1.3597
0.0000,0.083,-0.944,2853.,3.076,1.3804
0.0000,0.084,-0.927,2856.,3.068,1.4046
0.0000,0.086,-0.907,2860.,3.059,1.4330
0.0000,0.088,-0.885,2864.,3.049,1.4660
0.0000,0.090,-0.860,2869.,3.038,1.5046
0.0000,0.093,-0.830,2875.,3.025,1.5510
0.0000,0.096,-0.796,2881.,3.010,1.6061
0.0000,0.100,-0.756,2890.,2.992,1.6712
0.0000,0.105,-0.709,2902.,2.973,1.7491
0.0000,0.110,-0.657,2915.,2.951,1.8403
0.0000,0.117,-0.595,2936.,2.927,1.9490
0.0000,0.125,-0.525,2962.,2.899,2.0766
0.0000,0.134,-0.445,2994.,2.869,2.2283
0.0000,0.145,-0.352,3037.,2.835,2.4097
0.0000,0.157,-0.260,3082.,2.803,2.5991
0.0000,0.168,-0.168,3136.,2.773,2.7919
0.0000,0.185,-0.040,3221.,2.732,3.0691
0.0000,0.205,0.099,3321.,2.690,3.3873
0.0000,0.227,0.244,3431.,2.647,3.7472
0.0000,0.253,0.388,3541.,2.604,4.1533
0.0000,0.281,0.526,3638.,2.559,4.6118
0.0000,0.313,0.656,3718.,2.513,5.1278
0.0000,0.348,0.786,3805.,2.469,5.6885
0.0000,0.379,0.891,3876.,2.433,6.1879
0.0000,0.414,0.996,3941.,2.396,6.7536
0.0000,0.205,0.100,3321.,2.690,3.3873
0.0000,0.076,-1.023,2840.,3.112,1.2714
0.0000,0.060,-1.257,2809.,3.222,0.9939
0.0000,0.063,-1.211,2814.,3.200,1.0436
0.0000,0.065,-1.174,2819.,3.182,1.0853
0.0000,0.068,-1.138,2824.,3.165,1.1270
0.0000,0.070,-1.107,2828.,3.151,1.1644
0.0000,0.072,-1.086,2831.,3.141,1.1905
0.0000,0.072,-1.076,2832.,3.137,1.2028
0.0000,0.073,-1.065,2834.,3.131,1.2167
0.0000,0.073,-1.061,2834.,3.130,1.2219
0.0000,0.074,-1.053,2836.,3.126,1.2330
0.0000,0.074,-1.047,2837.,3.123,1.2407
0.0000,0.075,-1.045,2837.,3.122,1.2424
0.0000,0.075,-1.039,2838.,3.119,1.2504
0.0000,0.076,-1.032,2839.,3.116,1.2604
0.0000,0.077,-1.014,2842.,3.108,1.2840
0.0000,0.078,-1.003,2843.,3.103,1.2979
0.0000,0.079,-0.993,2845.,3.098,1.3119
0.0000,0.080,-0.983,2847.,3.093,1.3263
0.0000,0.080,-0.971,2849.,3.088,1.3419
0.0000,0.081,-0.958,2851.,3.082,1.3597
0.0000,0.083,-0.944,2853.,3.076,1.3804
0.0000,0.084,-0.927,2856.,3.068,1.4046
0.0000,0.086,-0.907,2860.,3.059,1.4330
0.0000,0.088,-0.885,2864.,3.049,1.4660
0.0000,0.090,-0.860,2869.,3.038,1.5046
0.0000,0.093,-0.830,2875.,3.025,1.5510
0.0000,0.096,-0.795,2881.,3.010,1.6062
0.0000,0.100,-0.756,2890.,2.992,1.6712
0.0000,0.105,-0.709,2902.,2.973,1.7491
0.0000,0.110,-0.657,2916.,2.951,1.8403
0.0000,0.117,-0.595,2936.,2.926,1.9490
0.0000,0.125,-0.524,2962.,2.899,2.0766
0.0000,0.134,-0.444,2994.,2.869,2.2283
0.0000,0.145,-0.351,3037.,2.835,2.4097
0.0000,0.157,-0.260,3082.,2.803,2.5991
0.0000,0.168,-0.168,3136.,2.773,2.7919
0.0000,0.185,-0.039,3221.,2.732,3.0691
0.0000,0.227,0.244,3431.,2.647,3.7472
0.0000,0.253,0.388,3541.,2.604,4.1533
0.0000,0.281,0.526,3638.,2.559,4.6118
0.0000,0.313,0.656,3718.,2.513,5.1278
0.0000,0.348,0.786,3805.,2.469,5.6885
0.0000,0.379,0.891,3876.,2.433,6.1879
0.0000,0.414,0.996,3940.,2.396,6.7536
0.0000,0.060,-1.257,2809.,3.222,0.9939
0.0000,0.205,0.100,3322.,2.690,3.3873
